,x,y,object_id,incident_id,date_time,year,street_name,cross_street,distance,junction_relation,total_injuries,total_fatalities,injury_severity,collision_manner,light_condition,weather,surface_condition,unit_type_1,age_1,gender_1,travel_direction_1,unit_action_1,violation_1,alcohol_use_1,drug_use_1,unit_type_2,age_2,gender_2,travel_direction_2,unit_action_2,violation_2,alcohol_use_2,drug_use_2,lat,long,date,month,day,time,hour,intersection,severity_class
40891,-111.9718117,33.37821897,40892,3778431,2021-05-14 23:17:00,2021,Baseline Rd,Pointe Pkwy,56.0,Intersection Related 206,2,0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,33,Male,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,22,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821897,-111.9718117,2021-05-14,5.0,14.0,23:17:00,23.0,Baseline Rd & Pointe Pkwy,Minor
40900,-111.9260799,33.39296111,40901,3779540,2021-05-15 23:14:00,2021,Southern Ave,Rural Rd,75.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,120,Unknown,West,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,Driver,50,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296111,-111.9260799,2021-05-15,5.0,15.0,23:14:00,23.0,Southern Ave & Rural Rd,None
40904,-111.9609234,33.4219419500001,40905,3778083,2021-05-16 08:05:00,2021,University Dr,Priest Dr,0.0,Intersection 4 Way 202,2,0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,120,Unknown,East,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,24,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194195,-111.9609234,2021-05-16,5.0,16.0,08:05:00,8.0,University Dr & Priest Dr,Minor
40925,-111.9262895,33.4287385700001,40926,3779557,2021-05-20 03:26:00,2021,Rural Rd,Rio Salado Pkwy,-40.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,Driver,23,Male,North,Changing Lanes,Failed To Keep In Proper Lane,Alcohol,No Apparent Influence,Driver,24,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42873857,-111.9262895,2021-05-20,5.0,20.0,03:26:00,3.0,Rural Rd & Rio Salado Pkwy,None
40927,-111.9454647,33.37820206,40928,3779097,2021-05-20 19:08:00,2021,Baseline Rd,Kyrene Rd,160.0,Intersection Related 206,1,0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,Driver,26,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,24,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37820206,-111.9454647,2021-05-20,5.0,20.0,19:08:00,19.0,Baseline Rd & Kyrene Rd,Minor
40950,-111.9465814,33.3781990700001,40951,3779930,2021-05-23 16:05:00,2021,Baseline Rd,Kyrene Rd,-181.0,Intersection Related 206,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,23,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,Drugs,Driver,56,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37819907,-111.9465814,2021-05-23,5.0,23.0,16:05:00,16.0,Baseline Rd & Kyrene Rd,Minor
40962,-111.9703744,33.37824626,40963,3779536,2021-05-25 14:25:00,2021,Baseline Rd,Wendler Dr,-180.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,21,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,29,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824626,-111.9703744,2021-05-25,5.0,25.0,14:25:00,14.0,Baseline Rd & Wendler Dr,None
40963,-111.8903201,33.42178154,40964,3779537,2021-05-25 23:57:00,2021,Price Rd,University Dr,-86.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,77,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,72,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42178154,-111.8903201,2021-05-25,5.0,25.0,23:57:00,23.0,Price Rd & University Dr,None
40975,-111.9460868,33.3781998100001,40976,3785795,2021-05-27 09:50:00,2021,Baseline Rd,Kyrene Rd,-30.0,Intersection Related 206,1,0,Possible Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,Driver,61,Male,East,Making Right Turn,Speed To Fast For Conditions,No Apparent Influence,Drugs,Driver,120,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37819981,-111.9460868,2021-05-27,5.0,27.0,09:50:00,9.0,Baseline Rd & Kyrene Rd,Minor
40977,-111.9396076,33.42193773,40978,3780311,2021-05-27 16:59:00,2021,University Dr,Mill Ave,125.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,21,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,35,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193773,-111.9396076,2021-05-27,5.0,27.0,16:59:00,16.0,University Dr & Mill Ave,None
40978,-111.9735217,33.37821173,40979,3779895,2021-05-27 20:38:00,2021,Baseline Rd,Calle Los Cerros,173.0,Intersection Related 206,2,0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,Driver,35,Female,East,Making U Turn,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,41,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821173,-111.9735217,2021-05-27,5.0,27.0,20:38:00,20.0,Baseline Rd & Calle Los Cerros,Minor
40988,-111.92629,33.42854622,40989,3862042,2021-05-28 18:25:00,2021,Rural Rd,Rio Salado Pkwy,-110.0,Intersection 4 Way 202,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,25,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,19,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42854622,-111.92629,2021-05-28,5.0,28.0,18:25:00,18.0,Rural Rd & Rio Salado Pkwy,None
40993,-111.9262892,33.4288484300001,40994,3785796,2021-05-29 11:25:00,2021,Rural Rd,Rio Salado Pkwy,0.0,Intersection 4 Way 202,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,24,Male,South,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,Driver,31,Male,North,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.42884843,-111.9262892,2021-05-29,5.0,29.0,11:25:00,11.0,Rural Rd & Rio Salado Pkwy,None
41001,-111.9262972,33.4170136000001,41002,3782991,2021-05-31 04:30:00,2021,Rural Rd,Lemon St,65.0,Intersection Related 206,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,120,Unknown,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4170136,-111.9262972,2021-05-31,5.0,31.0,04:30:00,4.0,Rural Rd & Lemon St,None
41017,-111.9091089,33.41748004,41018,3780323,2021-06-04 00:10:00,2021,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,2,0,Possible Injury,Left Turn,Daylight,Clear,Dry,Driver,20,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,22,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748004,-111.9091089,2021-06-04,6.0,4.0,00:10:00,0.0,McClintock Dr & Don Carlos Ave,Minor
41024,-111.9381211,33.37821569,41025,3783828,2021-06-05 04:34:00,2021,Baseline Rd,Mill Ave,380.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,Driver,29,Male,West,Going Straight Ahead,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,Driver,29,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821569,-111.9381211,2021-06-05,6.0,5.0,04:34:00,4.0,Baseline Rd & Mill Ave,None
41036,-111.9631095,33.3782442200001,41037,3779900,2021-06-06 22:16:00,2021,Baseline Rd,Priest Dr,20.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,120,Unknown,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,26,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824422,-111.9631095,2021-06-06,6.0,6.0,22:16:00,22.0,Baseline Rd & Priest Dr,None
41040,-111.9695349,33.4092459600001,41041,3780325,2021-06-07 17:09:00,2021,Broadway Rd,52nd St,0.0,Intersection 201,1,0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,Driver,37,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,26,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40924596,-111.9695349,2021-06-07,6.0,7.0,17:09:00,17.0,Broadway Rd & 52nd St,Minor
41059,-111.9700475,33.3782529900001,41060,3782979,2021-06-09 23:59:00,2021,Baseline Rd,Wendler Dr,-80.0,Intersection Related 206,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,47,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,78,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825299,-111.9700475,2021-06-09,6.0,9.0,23:59:00,23.0,Baseline Rd & Wendler Dr,Minor
41062,-111.9263014,33.4246654400001,41063,3779959,2021-06-10 02:19:00,2021,Rural Rd,6th St,61.0,Intersection Related 206,2,0,Possible Injury,Rear End,Dusk,Clear,Dry,Driver,24,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,23,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42466544,-111.9263014,2021-06-10,6.0,10.0,02:19:00,2.0,Rural Rd & 6th St,Minor
41070,-111.9263124,33.4220291400001,41071,3790835,2021-06-11 02:56:00,2021,University Dr,Rural Rd,0.0,Intersection 4 Way 202,0,0,No Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,30,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,18,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202914,-111.9263124,2021-06-11,6.0,11.0,02:56:00,2.0,University Dr & Rural Rd,None
41073,-111.9722141,33.37821433,41074,3785860,2021-06-11 23:22:00,2021,Baseline Rd,Pointe Pkwy,-67.0,Intersection Related 206,1,0,Possible Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,71,Male,East,Overtaking Passing,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,60,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821433,-111.9722141,2021-06-11,6.0,11.0,23:22:00,23.0,Baseline Rd & Pointe Pkwy,Minor
41081,-111.9262892,33.4288484300001,41082,3785788,2021-06-12 06:05:00,2021,Rural Rd,Rio Salado Pkwy,0.0,Intersection 4 Way 202,1,0,Suspected Minor Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,56,Male,East,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,28,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.42884843,-111.9262892,2021-06-12,6.0,12.0,06:05:00,6.0,Rural Rd & Rio Salado Pkwy,Minor
41094,-111.9697859,33.37825837,41095,3785856,2021-06-13 16:00:00,2021,Baseline Rd,Wendler Dr,0.0,Intersection Non Interchange,0,0,No Injury,Other,Daylight,Clear,Dry,Driver,75,Male,West,Slowing In Trafficway,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,22,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825837,-111.9697859,2021-06-13,6.0,13.0,16:00:00,16.0,Baseline Rd & Wendler Dr,None
41103,-111.9699494,33.37825501,41104,3785811,2021-06-15 04:20:00,2021,Baseline Rd,Wendler Dr,-50.0,Intersection Related 206,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,120,Unknown,East,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,27,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825501,-111.9699494,2021-06-15,6.0,15.0,04:20:00,4.0,Baseline Rd & Wendler Dr,None
41109,-111.9609234,33.4219419500001,41110,3795481,2021-06-16 12:50:00,2021,University Dr,Priest Dr,0.0,Intersection Related 206,2,0,Suspected Minor Injury,Rear End,Dawn,Clear,Dry,Driver,30,Female,East,Going Straight Ahead,Exceeded Lawful Speed,No Apparent Influence,No Apparent Influence,Driver,25,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194195,-111.9609234,2021-06-16,6.0,16.0,12:50:00,12.0,University Dr & Priest Dr,Minor
41118,-111.9700311,33.3782533300001,41119,3785769,2021-06-18 01:38:00,2021,Baseline Rd,Wendler Dr,-75.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,17,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,24,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825333,-111.9700311,2021-06-18,6.0,18.0,01:38:00,1.0,Baseline Rd & Wendler Dr,None
41132,-111.970032,33.40932861,41133,3787122,2021-06-20 09:34:00,2021,Broadway Rd,52nd St,-155.0,Intersection Related 206,0,0,No Injury,Single Vehicle,Dark Lighted,Clear,Dry,Driver,19,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,Drugs,,,,,,,,,33.40932861,-111.970032,2021-06-20,6.0,20.0,09:34:00,9.0,Broadway Rd & 52nd St,None
41136,-111.9399188,33.4219354000001,41137,3787217,2021-06-20 21:44:00,2021,University Dr,Mill Ave,30.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,43,Male,East,Going Straight Ahead,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,Driverless,,,East,Properly Parked,,,,33.4219354,-111.9399188,2021-06-20,6.0,20.0,21:44:00,21.0,University Dr & Mill Ave,None
41144,-111.9393657,33.3782111400001,41145,3787117,2021-06-21 22:00:00,2021,Baseline Rd,Mill Ave,0.0,Intersection Related 206,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,38,Female,East,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,32,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821114,-111.9393657,2021-06-21,6.0,21.0,22:00:00,22.0,Baseline Rd & Mill Ave,None
41242,-111.9742685,33.3782099900001,41243,3792967,2021-07-06 16:26:00,2021,Baseline Rd,Calle Los Cerros,-55.0,Intersection Related 206,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,18,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,53,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37820999,-111.9742685,2021-07-06,7.0,6.0,16:26:00,16.0,Baseline Rd & Calle Los Cerros,Minor
41257,-111.9630113,33.37824477,41258,3792543,2021-07-08 15:29:00,2021,Baseline Rd,Priest Dr,50.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,120,Unknown,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,43,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824477,-111.9630113,2021-07-08,7.0,8.0,15:29:00,15.0,Baseline Rd & Priest Dr,None
41270,-111.9262893,33.4287935300001,41271,3795491,2021-07-12 07:43:00,2021,Rural Rd,Rio Salado Pkwy,-20.0,Intersection Related 206,2,0,Suspected Minor Injury,Rear End,Dark Lighted,Cloudy,Dry,Driver,28,Male,North,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,Driver,60,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42879353,-111.9262893,2021-07-12,7.0,12.0,07:43:00,7.0,Rural Rd & Rio Salado Pkwy,Minor
41278,-111.9763801,33.37819675,41279,3795466,2021-07-13 22:54:00,2021,Baseline Rd,Calle Los Cerros,-700.0,Intersection Related 206,0,0,No Injury,Left Turn,Daylight,Clear,Unknown,Driver,255,,South,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,Driver,33,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37819675,-111.9763801,2021-07-13,7.0,13.0,22:54:00,22.0,Baseline Rd & Calle Los Cerros,None
41294,-111.9091073,33.4176776900001,41295,3795502,2021-07-16 05:10:00,2021,McClintock Dr,Don Carlos Ave,72.0,Intersection Related 206,0,0,No Injury,Rear End,Unknown 51,Unknown,Unknown,Driver,255,,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,23,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41767769,-111.9091073,2021-07-16,7.0,16.0,05:10:00,5.0,McClintock Dr & Don Carlos Ave,None
41306,-111.9090859,33.42959132,41307,3816294,2021-07-19 23:42:00,2021,McClintock Dr,Rio Salado Pkwy,120.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,255,,South,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,Driver,62,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42959132,-111.9090859,2021-07-19,7.0,19.0,23:42:00,23.0,McClintock Dr & Rio Salado Pkwy,None
41314,-111.9262969,33.41710977,41315,3800105,2021-07-22 04:19:00,2021,Rural Rd,Lemon St,100.0,Intersection Related 206,1,0,Possible Injury,Left Turn,Dark Lighted,Cloudy,Dry,Driver,25,Male,East,Making Left Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41710977,-111.9262969,2021-07-22,7.0,22.0,04:19:00,4.0,Rural Rd & Lemon St,Minor
41317,-111.9262927,33.4147622400001,41318,3800101,2021-07-23 03:54:00,2021,Rural Rd,Apache Blvd,0.0,Intersection 4 Way 202,1,0,Possible Injury,Angle - Other Than Left Turn 2,Dark Lighted,Cloudy,Wet,Driver,21,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,33,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41476224,-111.9262927,2021-07-23,7.0,23.0,03:54:00,3.0,Rural Rd & Apache Blvd,Minor
41318,-111.9525127,33.37821354,41319,3800544,2021-07-23 04:29:00,2021,Baseline Rd,Hardy Dr,0.0,Intersection 4 Way 202,0,0,No Injury,Left Turn,Dark Lighted,Rain,Wet,Driver,15,Male,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,61,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821354,-111.9525127,2021-07-23,7.0,23.0,04:29:00,4.0,Baseline Rd & Hardy Dr,None
41335,-111.9610217,33.42194227,41336,3803647,2021-07-25 05:21:00,2021,University Dr,Priest Dr,-30.0,Intersection 4 Way 202,5,0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,Driver,39,Female,West,Going Straight Ahead,Disregarded Traffic Signal,Alcohol,No Apparent Influence,Driver,44,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194227,-111.9610217,2021-07-25,7.0,25.0,05:21:00,5.0,University Dr & Priest Dr,Minor
41339,-111.963175,33.37824385,41340,3803739,2021-07-27 06:18:00,2021,Baseline Rd,Priest Dr,0.0,Intersection 4 Way 202,0,0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,Driver,61,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824385,-111.963175,2021-07-27,7.0,27.0,06:18:00,6.0,Baseline Rd & Priest Dr,None
41354,-111.9091065,33.4177875600001,41355,3805955,2021-07-28 18:16:00,2021,McClintock Dr,Don Carlos Ave,112.0,Intersection Related 206,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,120,Unknown,South,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,Driver,26,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41778756,-111.9091065,2021-07-28,7.0,28.0,18:16:00,18.0,McClintock Dr & Don Carlos Ave,None
41375,-111.9262829,33.4075017800001,41376,3809242,2021-07-31 05:28:00,2021,Broadway Rd,Rural Rd,0.0,Intersection 4 Way 202,1,0,Possible Injury,Angle - Other Than Left Turn 2,Dark Lighted,Rain,Wet,Pedalcyclist,59,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,Drugs,Driver,17,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40750178,-111.9262829,2021-07-31,7.0,31.0,05:28:00,5.0,Broadway Rd & Rural Rd,Minor
41387,-111.9262829,33.4075017800001,41388,3816235,2021-08-02 00:12:00,2021,Broadway Rd,Rural Rd,0.0,Intersection 4 Way 202,0,0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,Driver,18,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,38,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40750178,-111.9262829,2021-08-02,8.0,2.0,00:12:00,0.0,Broadway Rd & Rural Rd,None
41397,-111.9717659,33.37821949,41398,3805877,2021-08-03 23:19:00,2021,Baseline Rd,Pointe Pkwy,70.0,Intersection Related 206,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,48,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,34,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821949,-111.9717659,2021-08-03,8.0,3.0,23:19:00,23.0,Baseline Rd & Pointe Pkwy,Minor
41403,-111.9090645,33.4268826100001,41404,3809124,2021-08-04 19:32:00,2021,McClintock Dr,Rio Salado Pkwy,-866.0,Intersection Related 206,1,0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,Driver,120,Unknown,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,52,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42688261,-111.9090645,2021-08-04,8.0,4.0,19:32:00,19.0,McClintock Dr & Rio Salado Pkwy,Minor
41418,-111.970783,33.3782378500001,41419,3809148,2021-08-05 22:54:00,2021,Baseline Rd,Wendler Dr,-305.0,Intersection Related 206,2,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,24,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,23,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37823785,-111.970783,2021-08-05,8.0,5.0,22:54:00,22.0,Baseline Rd & Wendler Dr,Minor
41445,-111.9263025,33.42429184,41446,3828472,2021-08-09 04:45:00,2021,Rural Rd,6th St,-75.0,Intersection Related 206,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,22,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,18,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42429184,-111.9263025,2021-08-09,8.0,9.0,04:45:00,4.0,Rural Rd & 6th St,None
41451,-111.9461196,33.37819977,41452,3805965,2021-08-09 23:14:00,2021,Baseline Rd,Kyrene Rd,-40.0,Intersection Related 206,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,70,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,52,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37819977,-111.9461196,2021-08-09,8.0,9.0,23:14:00,23.0,Baseline Rd & Kyrene Rd,None
41455,-111.9525127,33.37821354,41456,3809245,2021-08-10 21:30:00,2021,Baseline Rd,Hardy Dr,0.0,Intersection 4 Way 202,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,255,,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,29,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821354,-111.9525127,2021-08-10,8.0,10.0,21:30:00,21.0,Baseline Rd & Hardy Dr,None
41456,-111.9525127,33.37821354,41457,3809265,2021-08-10 21:50:00,2021,Baseline Rd,Hardy Dr,0.0,Intersection 4 Way 202,0,0,No Injury,Left Turn,Daylight,Cloudy,Dry,Driver,120,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,34,Male,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821354,-111.9525127,2021-08-10,8.0,10.0,21:50:00,21.0,Baseline Rd & Hardy Dr,None
